Year,Category,Film,FilmId,Nominees,Winner
1985,Film,The Killing Fields,,David Puttnam,TRUE
1985,Film,The Dresser,,Peter Yates,FALSE
1985,Film,"Paris, Texas",,"Chris Sievernich, Anatole Dauman",FALSE
1985,Film,A Private Function,,Mark Shivas,FALSE
1985,Flaherty Documentary Award,28 Up,,Michael Apted,TRUE
1985,Flaherty Documentary Award,GI Brides,,Lavinia Warner,FALSE
1985,Flaherty Documentary Award,South Bank Show: Alan Bennett,,David Hinton,FALSE
1985,Flaherty Documentary Award,Afghanistan Reports: Allah Against The Gunships,,Sandy Gall,FALSE
1985,Foreign Language Film,Carmen,,"Emiliano Piedra, Carlos Saura",TRUE
1985,Foreign Language Film,The Return Of Martin Guerre (Le Retour De Martin Guerre),,Daniel Vigne,FALSE
1985,Foreign Language Film,Sunday In The Country,,"Alain Sarde, Bertrand Tavernier",FALSE
1985,Foreign Language Film,Swann In Love,,"Margaret Menegoz, Volker Schlöndorff",FALSE
1985,Make-Up Artist,"Paul Engelen, Peter Frampton, Rick Baker, Joan Hills",,"Greystoke: The Legend Of Tarzan, Lord Of The Apes",TRUE
1985,Make-Up Artist,"Jane Royle, Christopher Tucker",,The Company Of Wolves,FALSE
1985,Make-Up Artist,Alan Boyle,,The Dresser,FALSE
1985,Make-Up Artist,Tommie Manderson,,The Killing Fields,FALSE
1985,Most Promising Newcomer To Film,Dr Haing S Ngor,,The Killing Fields,TRUE
1985,Most Promising Newcomer To Film,Rupert Everett,,Another Country,FALSE
1985,Most Promising Newcomer To Film,John Lynch,,Cal,FALSE
1985,Most Promising Newcomer To Film,Tim Roth,,The Hit,FALSE
1985,Original Screenplay,Broadway Danny Rose,,Woody Allen,TRUE
1985,Original Screenplay,The Big Chill,,"Lawrence Kasdan, Barbara Benedek",FALSE
1985,Original Screenplay,Comfort And Joy,,Bill Forsyth,FALSE
1985,Original Screenplay,A Private Function,,Alan Bennett,FALSE
1985,Original Song Written for a Film,Ghostbusters (Ghostbusters),,Ray Parker Jr,TRUE
1985,Original Song Written for a Film,The Woman In Red (I Just Called To Say I Love You),,Stevie Wonder,FALSE
1985,Original Song Written for a Film,Give My Regards To Broad Street (No More Lonely Nights),,Paul McCartney,FALSE
1985,Original Song Written for a Film,Electric Dreams (Together In Electric Dreams),,"Giorgio Moroder, Philip Oakey",FALSE
1985,Outstanding British Contribution To Cinema,Alan Parker & Alan Marshall,,,TRUE
1985,Production Design,The Killing Fields,,Roy Walker,TRUE
1985,Production Design,The Company Of Wolves,,Anton Furst,FALSE
1985,Production Design,"Greystoke: The Legend Of Tarzan, Lord Of The Apes",,Stuart Craig,FALSE
1985,Production Design,1984,,Allan Cameron,FALSE
1985,Score For A Film,Once Upon A Time In America,,Ennio Morricone,TRUE
1985,Score For A Film,Carmen,,Paco De Lucía,FALSE
1985,Score For A Film,The Killing Fields,,Mike Oldfield,FALSE
1985,Score For A Film,"Paris, Texas",,Ry Cooder,FALSE
1985,Short Animation,Rupert And The Frog Song,,Geoff Dunbar,TRUE
1985,Short Animation,Dangermouse,,"Brian Cosgrove, Mark Hall",FALSE
1985,Short Animation,Thomas The Tank Engine And Friends,,"Britt Allcroft, David Mitton, Robert Cardona",FALSE
1985,Short Animation,The Wind In The Willows (Series),,"Mark Hall, Brian Cosgrove",FALSE
1985,Short Film,The Dress,,Eva Sereny,TRUE
1985,Short Film,Killing Time,,Chris O'Reilly,FALSE
1985,Short Film,Samson And Delilah,,Mark Peploe,FALSE
1985,Sound,The Killing Fields,,"Ian Fuller, Clive Winter, Bill Rowe",TRUE
1985,Sound,Carmen,,"Carlos Faruolo, Alfonso Marcos, Antonio Illan",FALSE
1985,Sound,"Greystoke: The Legend Of Tarzan, Lord Of The Apes",,"Ivan Sharrock, Gordon K McCallum, Les Wiggins, Roy Baker",FALSE
1985,Sound,Indiana Jones And The Temple Of Doom,,"Ben Burtt, Simon Kaye, Laurel Ladevich",FALSE
1985,Special Visual Effects,Indiana Jones And The Temple Of Doom,,"Dennis Muren, George Gibbs, Mike McAlister, Lorne Peterson",TRUE
1985,Special Visual Effects,The Company Of Wolves,,"Christopher Tucker, Alan Whibley",FALSE
1985,Special Visual Effects,Ghostbusters,,Richard Edlund,FALSE
1985,Special Visual Effects,The Killing Fields,,Fred Cramer,FALSE
1985,Supporting Actor,A Private Function,,Denholm Elliott,TRUE
1985,Supporting Actor,Gorky Park,,Michael Elphick,FALSE
1985,Supporting Actor,"Greystoke: The Legend Of Tarzan, Lord Of The Apes",,Ian Holm,FALSE
1985,Supporting Actor,"Greystoke: The Legend Of Tarzan, Lord Of The Apes",,Ralph Richardson,FALSE
1985,Supporting Actress,A Private Function,,Liz Smith,TRUE
1985,Supporting Actress,The Dresser,,Eileen Atkins,FALSE
1985,Supporting Actress,Silkwood,,Cher,FALSE
1985,Supporting Actress,Once Upon A Time In America,,Tuesday Weld,FALSE
1986,Actor in a Leading Role,William Hurt,,Kiss Of The Spider Woman,TRUE
1986,Actor in a Leading Role,Victor Banerjee,,A Passage To India,FALSE
1986,Actor in a Leading Role,Harrison Ford,,Witness,FALSE
1986,Actor in a Leading Role,F Murray Abraham,,Amadeus,FALSE
1986,Actor in a Supporting Role,Denholm Elliott,,Defence Of The Realm,TRUE
1986,Actor in a Supporting Role,James Fox,,A Passage To India,FALSE
1986,Actor in a Supporting Role,John Gielgud,,Plenty,FALSE
1986,Actor in a Supporting Role,Saeed Jaffrey,,My Beautiful Laundrette,FALSE
1986,Actress in a Leading Role,Peggy Ashcroft,,A Passage To India,TRUE
1986,Actress in a Leading Role,Mia Farrow,,The Purple Rose Of Cairo,FALSE
1986,Actress in a Leading Role,Kelly McGillis,,Witness,FALSE
1986,Actress in a Leading Role,Alexandra Pigg,,Letter To Brezhnev,FALSE
1986,Actress in a Supporting Role,Rosanna Arquette,,Desperately Seeking Susan,TRUE
1986,Actress in a Supporting Role,Judi Dench,,Wetherby,FALSE
1986,Actress in a Supporting Role,Anjelica Huston,,Prizzi's Honour,FALSE
1986,Actress in a Supporting Role,Tracey Ullman,,Plenty,FALSE
1986,Adapted Screenplay,Prizzi's Honour,,"Richard Condon, Janet Roach",TRUE
1986,Adapted Screenplay,Amadeus,,Peter Shaffer,FALSE
1986,Adapted Screenplay,A Passage To India,,David Lean,FALSE
1986,Adapted Screenplay,The Shooting Party,,Julian Bond,FALSE
1986,Cinematography,Amadeus,,Miroslav Ondricek,TRUE
1986,Cinematography,The Emerald Forest,,Philippe Rousselot,FALSE
1986,Cinematography,A Passage To India,,Ernest Day,FALSE
1986,Cinematography,Witness,,John Seale,FALSE
1986,Costume Design,The Cotton Club,,Milena Canonero,TRUE
1986,Costume Design,Amadeus,,Theodore Pistek,FALSE
1986,Costume Design,Legend,,Charles Knode,FALSE
1986,Costume Design,A Passage To India,,Judy Moorcroft,FALSE
1986,Editing,Amadeus,,"Nena Danevic, Michael Chandler",TRUE
1986,Editing,Back To The Future,,"Arthur Schmidt, Harry Keramidas",FALSE
1986,Editing,A Chorus Line,,John Bloom,FALSE
1986,Editing,Witness,,Thom Noble,FALSE
1986,Fellowship,,,Steven Spielberg,TRUE
1986,Film,The Purple Rose Of Cairo,,"Robert Greenhut, Woody Allen",TRUE
1986,Film,Amadeus,,"Saul Zaentz, Milos Forman",FALSE
1986,Film,Back To The Future,,"Bob Gale, Neil Canton, Robert Zemeckis",FALSE
1986,Film,A Passage To India,,"John Brabourne, Richard Goodwin, David Lean",FALSE
1986,Film,Witness,,"Edward S Feldman, Peter Weir",FALSE
1986,Flaherty Documentary Award,Omnibus: Leonard Berstein's West Side Story,,Christopher Swann,TRUE
1986,Flaherty Documentary Award,Marilyn Monroe: Say Goodbye To The President,,Christopher Olgiati,FALSE
1986,Flaherty Documentary Award,David Lean: A Life In Film,,Nigel Wattis,FALSE
1986,Flaherty Documentary Award,The Frozen Ocean: Part 1 - Kingdom Of The Ice Bear,,"Mike Salisbury, Hugh Miles",FALSE
1986,Foreign Language Film,Colonel Redl (Oberst Redl),,"Manfred Durniok, István Szabó",TRUE
1986,Foreign Language Film,Carmen,,"Patrice Ledoux, Francesco Rosi",FALSE
1986,Foreign Language Film,Dim Sum - A Little Bit Of Heart,,"Tom Sternberg, Wayne Wang, Danny Yung",FALSE
1986,Foreign Language Film,Subway,,"Luc Besson, François Ruggieri",FALSE
1986,Make-Up Artist,"Paul LeBlanc, Dick Smith",,Amadeus,TRUE
1986,Make-Up Artist,"Peter Frampton, Paul Engelen Anna Dryhurst, Luis Michelotti, Beth Presares",,The Emerald Forest,FALSE
1986,Make-Up Artist,"Peter Robb-King, Rob Bottin",,Legend,FALSE
1986,Make-Up Artist,Michael Westmore,,Mask,FALSE
1986,Original Screenplay,The Purple Rose Of Cairo,,Woody Allen,TRUE
1986,Original Screenplay,Back To The Future,,"Robert Zemeckis, Bob Gale",FALSE
1986,Original Screenplay,My Beautiful Laundrette,,Hanif Kureishi,FALSE
1986,Original Screenplay,Witness,,"Earl W Wallace, William Kelley",FALSE
1986,Outstanding British Contribution To Cinema,Sydney Samuelson,,,TRUE
1986,Production Design,Brazil,,Norman Garwood,TRUE
1986,Production Design,Amadeus,,Patrizia Von Brandenstein,FALSE
1986,Production Design,Back To The Future,,Lawrence G Paull,FALSE
1986,Production Design,A Passage To India,,John Box,FALSE
1986,Score For A Film,Witness,,Maurice Jarre,TRUE
1986,Score For A Film,Beverly Hills Cop,,Harold Faltermeyer,FALSE
1986,Score For A Film,The Emerald Forest,,"Junior Homrich, Brian Gascoigne",FALSE
1986,Score For A Film,A Passage To India,,Maurice Jarre,FALSE
1986,Short Animation,Alias The Jester,,"Brian Cosgrove, Mark Hall",TRUE
1986,Short Animation,Dangermouse,,"Brian Cosgrove, Mark Hall",FALSE
1986,Short Animation,Superted,,"David Edwards, Mike Young",FALSE
1986,Short Animation,The Wind In The Willows: Winter Sports,,"Mark Hall, Brian Cosgrove",FALSE
1986,Short Film,Careless Talk,,Noella Smith,TRUE
1986,Short Film,One For My Baby,,Chris Fallon,FALSE
1986,Short Film,The Woman Who Married Clark Gable,,Thaddeus O'Sullivan,FALSE
1986,Sound,Amadeus,,"John Nutt, Chris Newman, Mark Berger",TRUE
1986,Sound,Carmen,,"Hugues Darmois, Harald Maury, Dominique Hennequin, Bernard Le Roux",FALSE
1986,Sound,A Chorus Line,,"Jonathan Bates, Chris Newman, Gerry Humphreys",FALSE
1986,Sound,The Cotton Club,,"Edward Beyer, Jack Jacobsen, David Carroll",FALSE
1986,Special Visual Effects,Brazil,,"George Gibbs, Richard Conway",TRUE
1986,Special Visual Effects,Back To The Future,,"Kevin Pike, Ken Ralston",FALSE
1986,Special Visual Effects,Legend,,"Nick Allder, Peter Voysey",FALSE
1986,Special Visual Effects,The Purple Rose Of Cairo,,"R, Greenberg Associates",FALSE
1987,Achievement in Direction,Woody Allen,,Hannah And Her Sisters,TRUE
1987,Achievement in Direction,Roland Joffé,,The Mission,FALSE
1987,Achievement in Direction,Neil Jordan,,Mona Lisa,FALSE
1987,Achievement in Direction,James Ivory,,A Room With A View,FALSE
1987,Actor in a Leading Role,Bob Hoskins,,Mona Lisa,TRUE
1987,Actor in a Leading Role,Woody Allen,,Hannah And Her Sisters,FALSE
1987,Actor in a Leading Role,Michael Caine,,Hannah And Her Sisters,FALSE
1987,Actor in a Leading Role,Paul Hogan,,Crocodile Dundee,FALSE
1987,Actor in a Supporting Role,Ray McAnally,,The Mission,TRUE
1987,Actor in a Supporting Role,Klaus Maria Brandauer,,Out Of Africa,FALSE
1987,Actor in a Supporting Role,Simon Callow,,A Room With A View,FALSE
1987,Actor in a Supporting Role,Denholm Elliott,,A Room With A View,FALSE
1987,Actress in a Leading Role,Maggie Smith,,A Room With A View,TRUE
1987,Actress in a Leading Role,Mia Farrow,,Hannah And Her Sisters,FALSE
1987,Actress in a Leading Role,Meryl Streep,,Out Of Africa,FALSE
1987,Actress in a Leading Role,Cathy Tyson,,Mona Lisa,FALSE
1987,Actress in a Supporting Role,Judi Dench,,A Room With A View,TRUE
1987,Actress in a Supporting Role,Rosanna Arquette,,After Hours,FALSE
1987,Actress in a Supporting Role,Barbara Hershey,,Hannah And Her Sisters,FALSE
1987,Actress in a Supporting Role,Rosemary Leach,,A Room With A View,FALSE
1987,Adapted Screenplay,Out Of Africa,,Kurt Luedtke,TRUE
1987,Adapted Screenplay,Children Of A Lesser God,,"Hesper Anderson, Mark Medoff",FALSE
1987,Adapted Screenplay,The Color Purple,,Menno Mayjes,FALSE
1987,Adapted Screenplay,Ran,,"Akira Kurosawa, Hideo Oguni, Masato Ide",FALSE
1987,Adapted Screenplay,A Room With A View,,Ruth Prawer Jhabvala,FALSE
1987,Cinematography,Out Of Africa,,David Watkin,TRUE
1987,Cinematography,The Mission,,Chris Menges,FALSE
1987,Cinematography,Ran,,"Takao Saito, Masaharu Ueda",FALSE
1987,Cinematography,A Room With A View,,Tony Pierce-Roberts,FALSE
1987,Costume Design,A Room With A View,,"Jenny Beavan, John Bright",TRUE
1987,Costume Design,The Mission,,Enrico Sabbatini,FALSE
1987,Costume Design,Out Of Africa,,Milena Canonero,FALSE
1987,Costume Design,Ran,,Emi Wada,FALSE
1987,Editing,The Mission,,Jim Clark,TRUE
1987,Editing,Hannah And Her Sisters,,Susan E Morse,FALSE
1987,Editing,Mona Lisa,,Lesley Walker,FALSE
1987,Editing,A Room With A View,,Humphrey Dixon,FALSE
1987,Fellowship,,,Federico Fellini,TRUE
1987,Film,A Room With A View,,"Ismail Merchant, James Ivory",TRUE
1987,Film,Hannah And Her Sisters,,"Robert Greenhut, Woody Allen",FALSE
1987,Film,The Mission,,"Fernando Ghia, David Puttnam, Roland Joffé",FALSE
1987,Film,Mona Lisa,,"Stephen Woolley, Patrick Cassavetti, Neil Jordan",FALSE
1987,Flaherty Documentary Award,Shoah,,Claude Lanzmann,TRUE
1987,Flaherty Documentary Award,Viewpoint '86: Afghanistan: The Agony Of A Nation,,Sandy Gall,FALSE
1987,Flaherty Documentary Award,Omnibus: The Mission,,Robin Lough,FALSE
1987,Flaherty Documentary Award,Forty Minutes: The Fishing Party,,Paul Watson,FALSE
1987,Flaherty Documentary Award,Equinox: Prisoner Of Consciousness,,John Dollar,FALSE
1987,Flaherty Documentary Award,British Cinema: Personal View - A Turnip Head's Guide To The British Cinema,,Alan Parker,FALSE
1987,Foreign Language Film,Ran,,"Serge Silberman, Masato Hara, Akira Kurosawa",TRUE
1987,Foreign Language Film,Betty Blue (37°2 Le Matin),,Jean-Jacques Beineix,FALSE
1987,Foreign Language Film,Ginger And Fred (Ginger E Fred),,"Alberto Grimaldi, Federico Fellini",FALSE
1987,Foreign Language Film,Othello (Otello),,"Menahem Golan, Yoram Globus, Franco Zeffirelli",FALSE
1987,Make-Up Artist,"Shohichiro Meda, Tameyuki Aimi, Chihako Naito, Noriko Takamizawa",,Ran,TRUE
1987,Make-Up Artist,Peter Robb-King,,Aliens,FALSE
1987,Make-Up Artist,Jenny Shircore,,Dreamchild,FALSE
1987,Make-Up Artist,Peter Frampton,,Sid And Nancy,FALSE
1987,Original Screenplay,Hannah And Her Sisters,,Woody Allen,TRUE
1987,Original Screenplay,Crocodile Dundee,,"Paul Hogan, Ken Shadie, John Cornell",FALSE
1987,Original Screenplay,The Mission,,Robert Bolt,FALSE
1987,Original Screenplay,Mona Lisa,,"Neil Jordan, David Leland",FALSE
1987,Outstanding British Contribution To Cinema,The Film Production Executives,,,TRUE
1987,Production Design,A Room With A View,,"Gianni Quaranta, Brian Ackland-Snow",TRUE
1987,Production Design,Aliens,,Peter Lamont,FALSE
1987,Production Design,The Mission,,Stuart Craig,FALSE
1987,Production Design,Ran,,"Yoshiro Muraki, Shinobu Muraki",FALSE
1987,Score For A Film,The Mission,,Ennio Morricone,TRUE
1987,Score For A Film,Out Of Africa,,John Barry,FALSE
1987,Score For A Film,A Room With A View,,Richard Robbins,FALSE
1987,Score For A Film,Round Midnight,,Herbie Hancock,FALSE
1987,Short Animation,Superted,,"David Edwards, Robin Lyons",TRUE
1987,Short Animation,Dangermouse,,"Brian Cosgrove, Mark Hall",FALSE
1987,Short Animation,Max Headroom's Giant Christmas Turkey,,David G Hillier,FALSE
1987,Short Animation,Paddington Goes To School (Special),,Martin Pullen,FALSE
1987,Short Animation,Thomas The Tank Engine And Friends,,"Robert Cardona, David Mitton",FALSE
1987,Short Animation,Wind In The Willows,,"Brian Cosgrove, Mark Hall",FALSE
1987,Short Film,La Boule,,Simon Shore,TRUE
1987,Short Film,King's Christmas,,Graham Dixon,FALSE
1987,Short Film,Mohammed's Daughter,,Suri Krishnamma,FALSE
1987,Short Film,Night Movie,,Gur Heller,FALSE
1987,Sound,Out Of Africa,,"Tom McCarthy Jr, Peter Handford, Chris Jenkins",TRUE
1987,Sound,Aliens,,"Don Sharpe, Roy Charman, Graham V Hartstone",FALSE
1987,Sound,The Mission,,"Ian Fuller, Bill Rowe, Clive Winter",FALSE
1987,Sound,A Room With A View,,"Tony Lenny, Ray Beckett, Richard King",FALSE
1987,Special Award,Reginald  Collin,,,TRUE
1987,Special Visual Effects,Aliens,,"Robert Skotak, Brian Johnson, John Richardson, Stan Winston, Suzanne Benson",TRUE
1987,Special Visual Effects,Dreamchild,,"Duncan Kenworthy, John Stephenson, Chris Carr",FALSE
1987,Special Visual Effects,Labyrinth,,"Roy Field, Brian Froud, George Gibbs, Tony Dunsterville",FALSE
1987,Special Visual Effects,The Mission,,Peter Hutchinson,FALSE
1988,Achievement in Direction,Oliver Stone,,Platoon,TRUE
1988,Achievement in Direction,Richard Attenborough,,Cry Freedom,FALSE
1988,Achievement in Direction,John Boorman,,Hope And Glory,FALSE
1988,Achievement in Direction,Claude Berri,,Jean De Florette,FALSE
1988,Achievement in Special Visual Effects,"Michael Lanteri, Michael Owens, Edward L Jones, Bruce Walters",,Witches Of Eastwick,TRUE
1988,Achievement in Special Visual Effects,"Chris Walas, Jon Berg, Louis Craig, Hoyt Yeatman",,The Fly,FALSE
1988,Achievement in Special Visual Effects,John Evans,,Full Metal Jacket,FALSE
1988,Achievement in Special Visual Effects,"Bran Ferren, Martin Gutteridge, Lyle Conway, Richard Conway",,Little Shop Of Horrors,FALSE
1988,Actor in a Leading Role,Sean Connery,,The Name Of The Rose,TRUE
1988,Actor in a Leading Role,Gerard Depardieu,,Jean De Florette,FALSE
1988,Actor in a Leading Role,Yves Montand,,Jean De Florette,FALSE
1988,Actor in a Leading Role,Gary Oldman,,Prick Up Your Ears,FALSE
1988,Actor in a Supporting Role,Daniel Auteuil,,Jean De Florette,TRUE
1988,Actor in a Supporting Role,Ian Bannen,,Hope And Glory,FALSE
1988,Actor in a Supporting Role,Sean Connery,,The Untouchables,FALSE
1988,Actor in a Supporting Role,John Thaw,,Cry Freedom,FALSE
1988,Actress in a Leading Role,Anne Bancroft,,84 Charing Cross Road,TRUE
1988,Actress in a Leading Role,Emily Lloyd,,Wish You Were Here,FALSE
1988,Actress in a Leading Role,Sarah Miles,,Hope And Glory,FALSE
1988,Actress in a Leading Role,Julie Walters,,Personal Services,FALSE
1988,Actress in a Supporting Role,Susan Wooldridge,,Hope And Glory,TRUE
1988,Actress in a Supporting Role,Judi Dench,,84 Charing Cross Road,FALSE
1988,Actress in a Supporting Role,Vanessa Redgrave,,Prick Up Your Ears,FALSE
1988,Actress in a Supporting Role,Dianne Wiest,,Radio Days,FALSE
1988,Adapted Screenplay,Jean De Florette,,"Claude Berri, Gerard Brach",TRUE
1988,Adapted Screenplay,84 Charing Cross Road,,Hugh Whitemore,FALSE
1988,Adapted Screenplay,Little Dorrit,,Christine Edzard,FALSE
1988,Adapted Screenplay,Prick Up Your Ears,,Alan Bennett,FALSE
1988,Cinematography,Jean De Florette,,Bruno Nuytten,TRUE
1988,Cinematography,Cry Freedom,,Ronnie Taylor,FALSE
1988,Cinematography,Hope And Glory,,Philippe Rousselot,FALSE
1988,Cinematography,Platoon,,Robert Richardson,FALSE
1988,Costume Design,Radio Days,,Jeffrey Kurland,TRUE
1988,Costume Design,Hope And Glory,,Shirley Russell,FALSE
1988,Costume Design,Little Dorrit,,Sands Films,FALSE
1988,Costume Design,The Untouchables,,Marilyn Vance-Straker,FALSE
1988,Editing,Platoon,,Claire Simpson,TRUE
1988,Editing,Cry Freedom,,Lesley Walker,FALSE
1988,Editing,Hope And Glory,,Ian Crafford,FALSE
1988,Editing,Radio Days,,Susan E Morse,FALSE
1988,Fellowship,,,Ingmar Bergman,TRUE
1988,Film,Jean De Florette,,Claude Berri,TRUE
1988,Film,Cry Freedom,,Richard Attenborough,FALSE
1988,Film,Hope And Glory,,John Boorman,FALSE
1988,Film,Radio Days,,"Robert Greenhut, Woody Allen",FALSE
1988,Flaherty Documentary Award,Baka - People Of The Rain Forest,,Phil Agland,TRUE
1988,Flaherty Documentary Award,Man-Eating Tigers/Saving The Tiger,,Naresh Bedi,FALSE
1988,Flaherty Documentary Award,Fourteen Days In May,,Paul Hamann,FALSE
1988,Flaherty Documentary Award,Forty Minutes: Home From The Hill,,Molly Dineen,FALSE
1988,Foreign Language Film,The Sacrifice (Offret),,"Anna-Lena Wibom, Andrei Tarkovsky",TRUE
1988,Foreign Language Film,Jean De Florette,,Claude Berri,FALSE
1988,Foreign Language Film,Manon Of The Spring (Manon Des Sources),,Claude Berri,FALSE
1988,Foreign Language Film,My Life As A Dog (Mitt Liv Som Hund),,"Waldemar Bergendahl, Lasse Halström",FALSE
1988,Make-Up Artist,Hasso Von Hugo,,The Name Of The Rose,TRUE
1988,Make-Up Artist,"Chris Walas, Stephan Dupuis",,The Fly,FALSE
1988,Make-Up Artist,Anna Dryhurst,,Hope And Glory,FALSE
1988,Make-Up Artist,"Michele Dernelle, Jean-Pierre Eychenne",,Jean De Florette,FALSE
1988,Original Screenplay,Wish You Were Here,,David Leland,TRUE
1988,Original Screenplay,Hope And Glory,,John Boorman,FALSE
1988,Original Screenplay,Personal Services,,David Leland,FALSE
1988,Original Screenplay,Radio Days,,Woody Allen,FALSE
1988,Outstanding British Contribution To Cinema,The Monty Python Team,,The Monty Python Series,TRUE
1988,Production Design,Radio Days,,Santo Loquasto,TRUE
1988,Production Design,Hope And Glory,,Anthony Pratt,FALSE
1988,Production Design,Jean De Florette,,Bernard Vezat,FALSE
1988,Production Design,The Untouchables,,William A Elliott,FALSE
1988,Score For A Film,The Untouchables,,Ennio Morricone,TRUE
1988,Score For A Film,Cry Freedom,,"George Fenton, Jonas Gwanga",FALSE
1988,Score For A Film,Hope And Glory,,Peter Martin,FALSE
1988,Score For A Film,Wish You Were Here,,Stanley Myers,FALSE
1988,Short Animation,The Reluctant Dragon,,Bridget Appleby,TRUE
1988,Short Animation,Fireman Sam,,"Ian Frampton, John Walker",FALSE
1988,Short Animation,The Shoe People,,"Tony Barnes, Clennell Rawson",FALSE
1988,Short Animation,The Wind In The Willows,,"Brian Cosgrove, Mark Hall",FALSE
1988,Short Film,Artisten,,Jonas Grimås,TRUE
1988,Short Film,After Maria (D'Après Maria),,Jean-Claude Robert,FALSE
1988,Short Film,Short And Curlies,,Mike Leigh,FALSE
1988,Short Film,Treacle,,Peter Chelsom,FALSE
1988,Sound,Cry Freedom,,"Jonathan Bates, Simon Kaye, Gerry Humphreys",TRUE
1988,Sound,Full Metal Jacket,,"Nigel Galt, Edward Tise, Andy Nelson",FALSE
1988,Sound,Hope And Glory,,"Ron Davis, Peter Handford, John Hayward",FALSE
1988,Sound,Radio Days,,"Bob Hein, James Sabat, Lee Dichter",FALSE
1988,Special Award,John Mills,,,TRUE
1988,Special Award,Dirk Bogarde,,,TRUE
1989,Achievement in Direction,Louis Malle,,"Goodbye, Children (Au Revoir Les Enfants)",TRUE
1989,Achievement in Direction,Gabriel Axel,,Babette's Feast (Babettes Gæstebud),FALSE
1989,Achievement in Direction,Charles Crichton,,A Fish Called Wanda,FALSE
1989,Achievement in Direction,Bernardo Bertolucci,,The Last Emperor,FALSE
1989,Achievement in Special Visual Effects,"George Gibbs, Richard Williams, Ken Ralston, Edward Jones",,Who Framed Roger Rabbit?,TRUE
1989,Achievement in Special Visual Effects,"Peter Kuran, Alan Munro, Robert Short, Ted Rae",,Beetlejuice,FALSE
1989,Achievement in Special Visual Effects,"Gino De Rossi, Fabrizio Martinelli",,The Last Emperor,FALSE
1989,Achievement in Special Visual Effects,"Rob Bottin, Phil Tippett, Peter Kuran, Rocco Gioffre",,Robocop,FALSE
1989,Actor in a Leading Role,John Cleese,,A Fish Called Wanda,TRUE
1989,Actor in a Leading Role,Michael Douglas,,Fatal Attraction,FALSE
1989,Actor in a Leading Role,Kevin Kline,,A Fish Called Wanda,FALSE
1989,Actor in a Leading Role,Robin Williams,,"Good Morning, Vietnam",FALSE
1989,Actor in a Supporting Role,Michael Palin,,A Fish Called Wanda,TRUE
1989,Actor in a Supporting Role,Joss Ackland,,White Mischief,FALSE
1989,Actor in a Supporting Role,Peter O'Toole,,The Last Emperor,FALSE
1989,Actor in a Supporting Role,David Suchet,,A World Apart,FALSE
1989,Actress in a Leading Role,Maggie Smith,,The Lonely Passion Of Judith Hearne,TRUE
1989,Actress in a Leading Role,Stéphane Audran,,Babette's Feast (Babettes Gæstebud),FALSE
1989,Actress in a Leading Role,Cher,,Moonstruck,FALSE
1989,Actress in a Leading Role,Jamie Lee Curtis,,A Fish Called Wanda,FALSE
1989,Actress in a Supporting Role,Judi Dench,,A Handful Of Dust,TRUE
1989,Actress in a Supporting Role,Maria Aitken,,A Fish Called Wanda,FALSE
1989,Actress in a Supporting Role,Anne Archer,,Fatal Attraction,FALSE
1989,Actress in a Supporting Role,Olympia Dukakis,,Moonstruck,FALSE
1989,Adapted Screenplay,The Unbearable Lightness Of Being,,"Jean-Claude Carrière, Philip Kaufman",TRUE
1989,Adapted Screenplay,Babette's Feast (Babettes Gæstebud),,Gabriel Axel,FALSE
1989,Adapted Screenplay,Empire Of The Sun,,Tom Stoppard,FALSE
1989,Adapted Screenplay,Who Framed Roger Rabbit?,,"Jeffrey Price, Peter S Seaman",FALSE
1989,Cinematography,Empire Of The Sun,,Allen Daviau,TRUE
1989,Cinematography,Babette's Feast (Babettes Gæstebud),,Henning Kristiansen,FALSE
1989,Cinematography,The Last Emperor,,Vittorio Storaro,FALSE
1989,Cinematography,Who Framed Roger Rabbit?,,Dean Cundey,FALSE
1989,Costume Design,The Last Emperor,,James Acheson,TRUE
1989,Costume Design,The Dressmaker,,Judy Moorcroft,FALSE
1989,Costume Design,Empire Of The Sun,,Bob Ringwood,FALSE
1989,Costume Design,White Mischief,,Marit Allen,FALSE
1989,Editing,Fatal Attraction,,"Michael Kahn, Peter E Berger",TRUE
1989,Editing,A Fish Called Wanda,,John Jympson,FALSE
1989,Editing,The Last Emperor,,Gabriella Cristiani,FALSE
1989,Editing,Who Framed Roger Rabbit?,,Arthur Schmidt,FALSE
1989,Fellowship,,,Alec Guinness,TRUE
1989,Film,The Last Emperor,,"Jeremy Thomas, Bernardo Bertolucci",TRUE
1989,Film,"Goodbye, Children (Au Revoir Les Enfants)",,Louis Malle,FALSE
1989,Film,Babette's Feast (Babettes Gæstebud),,"Just Betzer, Bo Christensen, Gabriel Axel",FALSE
1989,Film,A Fish Called Wanda,,"Michael Shamberg, Charles Crichton",FALSE
1989,Film Not in the English Language,Babette's Feast (Babettes Gæstebud),,"Just Betzer, Bo Christensen, Gabriel Axel",TRUE
1989,Film Not in the English Language,"Goodbye, Children (Au Revoir Les Enfants)",,Louis Malle,FALSE
1989,Film Not in the English Language,Wings Of Desire (Der Himmel Über Berlin),,"Wim Wenders, Anatole Dauman",FALSE
1989,Film Not in the English Language,Dark Eyes (Oci Ciornie),,"Silvia D'Amico Bendico, Carlo Cucchi, Nikita Mikhalkov",FALSE
